CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE,salinity_index,SEMAFORO_Amarillo,SEMAFORO_Rojo,SEMAFORO_Verde,contaminant_count
DLPUE2040,DELIA ESCALANTE DE SANCHEZ,BALSAS,PUEBLA,IZUCAR DE MATAMOROS,ATLIXCO-IZUCAR DE MATAMOROS,POZO,-98.45872,18.64013,2020,285.0,Alta,1122.0,Permisible para riego,687.0,Cultivos sensibles,Potable - Dulce,0.41,Media,502.0,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,7.718,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01153,Potable - Excelente,0.00145,Potable - Excelente,0.00769,Potable - Excelente,0.0015,Potable - Excelente,0.07881,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.06435121206179582,True,False,False,2
DLPUE2045,POZO AP LOCALIDAD DE AHUEHUETZINGO,BALSAS,PUEBLA,CHIETLA,ATLIXCO-IZUCAR DE MATAMOROS,POZO,-98.63208,18.49065,2020,590.0,Indeseable como FAAP,1533.0,Permisible para riego,1474.0,Cultivos con manejo especial,Ligeramente salobres,0.58,Media,1032.0,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,3.896,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01063,Potable - Excelente,0.00134,Potable - Excelente,0.0086,Potable - Excelente,0.0015,Potable - Excelente,0.07983,Potable - Excelente,Amarillo,"ALC,DT,",NO,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.12154490914115874,True,False,False,3
DLPUE2049,LA LOMA,BALSAS,PUEBLA,TLAHUAPAN,VALLE DE PUEBLA,POZO,-98.5107,19.29417,2020,145.0,Media,220.0,Excelente para riego,170.0,Excelente para riego,Potable - Dulce,0.2,Baja,64.0,Potable - Moderadamente suave,1.1,Potable - Excelente,0.696,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01793,Potable - Excelente,0.00104,Potable - Excelente,0.00859,Potable - Excelente,0.0056,Potable - Excelente,0.07547,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.007508985029081844,False,False,True,0
DLPUE2072,TEPOYANES 4,BALSAS,PUEBLA,TEPEACA,VALLE DE TECAMACHALCO,POZO,-97.90212,18.94999,2020,1650.0,Indeseable como FAAP,1697.0,Permisible para riego,1274.0,Cultivos con manejo especial,Ligeramente salobres,0.472,Media,552.0,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,0.02,Potable - Excelente,0.0152,Apta como FAAP,0.003,Potable - Excelente,0.01608,Potable - Excelente,0.00127,Potable - Excelente,0.005,Potable - Excelente,0.0104,Potable - Excelente,0.04985,Potable - Excelente,Amarillo,"ALC,DT,",NO,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.08147539850528261,True,False,False,3
DLPUE2075,JOSE ROSENDO FCO. CORTES HDZ.,BALSAS,PUEBLA,GUADALUPE VICTORIA,LIBRES-ORIENTAL,POZO,-97.39487,19.32091,2020,210.0,Alta,688.0,Buena para riego,521.0,Cultivos sensibles,Potable - Dulce,0.404,Media,306.0,Potable - Dura,1.1,Potable - Excelente,3.724,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0219,Potable - Excelente,0.00142,Potable - Excelente,0.00556,Potable - Excelente,0.00177,Potable - Excelente,0.13369,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.03863381540068491,False,False,True,0
DLPUE2076,"SAN ANTONIO CHICHICUAUTLA, SPR DE RI",BALSAS,PUEBLA,GUADALUPE VICTORIA,LIBRES-ORIENTAL,POZO,-97.38157,19.34465,2020,225.0,Alta,509.0,Buena para riego,458.0,Excelente para riego,Potable - Dulce,0.584,Media,268.0,Potable - Dura,1.1,Potable - Excelente,0.779,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01448,Potable - Excelente,0.00155,Potable - Excelente,0.005,Potable - Excelente,0.00875,Potable - Excelente,0.06229,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.03181605724507935,False,False,True,0
DLPUE2077,BLANCA LILIA LENDLE RUGARCIA,BALSAS,PUEBLA,GUADALUPE VICTORIA,LIBRES-ORIENTAL,POZO,-97.35787,19.33307,2020,175.0,Alta,520.0,Buena para riego,397.0,Excelente para riego,Potable - Dulce,0.207,Baja,228.0,Potable - Dura,1.1,Potable - Excelente,7.66,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01062,Potable - Excelente,0.00185,Potable - Excelente,0.005,Potable - Excelente,0.00187,Potable - Excelente,0.06996,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.02824905360818572,False,False,True,0
DLPUE2078,MPIO. CUAYUCATEPEC,GOLFO CENTRO,PUEBLA,TEHUACAN,VALLE DE TEHUACAN,POZO,-97.49158,18.555518,2020,246.0,Alta,1976.0,Permisible para riego,1268.0,Cultivos con manejo especial,Ligeramente salobres,0.81,Potable - Optima,656.0,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,5.434,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.03478,Potable - Excelente,0.00128,Potable - Excelente,0.0116,No apta como FAAP,0.00891,Potable - Excelente,0.07617,Potable - Excelente,Rojo,"DT,PB,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,NO,SI,SI,0.09561606815081636,False,True,False,3
DLPUE2079,MUNICIPAL S.J. TEPETEOPAN,GOLFO CENTRO,PUEBLA,TEHUACAN,VALLE DE TEHUACAN,POZO,-97.54919,18.52118,2020,372.0,Alta,1395.0,Permisible para riego,780.0,Cultivos sensibles,Potable - Dulce,0.466,Media,360.0,Potable - Dura,1.1,Potable - Excelente,4.982,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.02289,Potable - Excelente,0.00216,Potable - Excelente,0.01225,No apta como FAAP,0.0098,Potable - Excelente,0.0825,Potable - Excelente,Rojo,"PB,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,0.05715372438780933,False,True,False,2
DLPUE2080,OOAP DE TEHUACAN AEROPUERTO 3,GOLFO CENTRO,PUEBLA,TEHUACAN,VALLE DE TEHUACAN,POZO,-97.42657,18.50288,2020,285.0,Alta,1165.0,Permisible para riego,626.0,Cultivos sensibles,Potable - Dulce,0.4,Media,406.0,Potable - Dura,1.1,Potable - Excelente,1.63,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.02249,Potable - Excelente,0.00101,Potable - Excelente,0.005,Potable - Excelente,0.00319,Potable - Excelente,0.08868,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.05643561467823107,False,False,True,0
DLPUE2081,MPIO. ZINACATEPEC,GOLFO CENTRO,PUEBLA,ZINACATEPEC,VALLE DE TEHUACAN,POZO,-97.24615,18.34312,2020,356.0,Alta,3891.0,Indeseable para riego,2304.0,Cultivos tolerantes,Salobres,0.652,Media,888.0,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,8.576,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.01415,No apta como FAAP,0.005,Potable - Excelente,8.982,Puede afectar la salud,178.615,Sin efectos en la salud - Puede dar color al agua,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,HG,MN,FE,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,NO,NO,0.15467582776562666,False,True,False,8
DLPUE2082,MUNICIPAL SAN JOSE MIAHUATLAN,GOLFO CENTRO,PUEBLA,SAN JOSE MIAHUATLAN,VALLE DE TEHUACAN,POZO,-97.26469,18.30804,2020,416.0,Indeseable como FAAP,2821.0,Dudosa para riego,1526.0,Cultivos con manejo especial,Ligeramente salobres,1.094,Potable - Optima,556.0,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,11.455,No apta como FAAP,0.01,Potable - Excelente,0.003,Potable - Excelente,0.02617,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.00984,Potable - Excelente,0.10084,Potable - Excelente,Rojo,"ALC,CONDUC,DT,NO3,",NO,NO,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,0.10307289388076375,False,True,False,5
DLPUE5408,SAN BALTAZAR TETELA POZO CENTRO,BALSAS,PUEBLA,PUEBLA,IXCAQUIXTLA,POZO,-98.176667,18.906389,2020,325.0,Alta,1012.0,Permisible para riego,680.0,Cultivos sensibles,Potable - Dulce,0.432,Media,400.0,Potable - Dura,1.1,Potable - Excelente,8.601,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01295,Potable - Excelente,0.0005,Potable - Excelente,0.01075,No apta como FAAP,0.01291,Potable - Excelente,0.08377,Potable - Excelente,Rojo,"PB,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,0.053374332594140095,False,True,False,2
DLPUE5409,"SAN BALTAZAR TETELA POZO DE LA "" Y"" GRIEGA",BALSAS,PUEBLA,PUEBLA,IXCAQUIXTLA,POZO,-98.174444,18.9125,2020,273.0,Alta,611.0,Buena para riego,410.0,Excelente para riego,Potable - Dulce,0.562,Media,200.0,Potable - Dura,1.1,Potable - Excelente,1.01,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01655,Potable - Excelente,0.0014,Potable - Excelente,0.00777,Potable - Excelente,0.01042,Potable - Excelente,0.08947,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.02747692009888154,False,False,True,0
DLPUE5410,COLONIA UNION ANTORCHISTA,BALSAS,PUEBLA,PUEBLA,ATLIXCO-IZUCAR DE MATAMOROS,POZO,-98.270067,18.952936,2020,195.0,Alta,1796.0,Permisible para riego,449.0,Excelente para riego,Potable - Dulce,0.466,Media,716.0,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,0.02,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.02836,Potable - Excelente,0.0005,Potable - Excelente,0.00557,Potable - Excelente,0.55919,Puede afectar la salud,0.16177,Potable - Excelente,Amarillo,"DT,MN,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,0.09433017114554504,True,False,False,3
DLPUE5411,BALCONES DEL SUR SOAPAP,BALSAS,PUEBLA,PUEBLA,IXCAQUIXTLA,POZO,-98.235944,18.949183,2020,270.0,Alta,738.0,Buena para riego,646.0,Cultivos sensibles,Potable - Dulce,0.511,Media,312.0,Potable - Dura,1.1,Potable - Excelente,5.205,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.02173,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.00876,Potable - Excelente,0.04985,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.04056826408057317,False,False,True,0
DLPUE5412,BALCONES DEL SUR SOAPAP 2,BALSAS,PUEBLA,PUEBLA,VALLE DE PUEBLA,POZO,-98.233775,18.950533,2020,302.0,Alta,777.0,Permisible para riego,580.0,Cultivos sensibles,Potable - Dulce,0.505,Media,330.0,Potable - Dura,1.1,Potable - Excelente,3.932,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01313,Potable - Excelente,0.0005,Potable - Excelente,0.00734,Potable - Excelente,0.01113,Potable - Excelente,0.08527,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.04258496313279578,False,False,True,0
DLPUE6187,SOCIEDAD DOS BARRANCAS DE ACTEOPAN MORELOS,BALSAS,PUEBLA,CUAPIAXTLA DE MADERO,VALLE DE TECAMACHALCO,POZO,-97.831,18.954833,2020,504.0,Indeseable como FAAP,1448.0,Permisible para riego,1014.0,Cultivos con manejo especial,Ligeramente salobres,0.669,Media,400.0,Potable - Dura,1.1,Potable - Excelente,0.02,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0205,Potable - Excelente,0.00168,Potable - Excelente,0.005,Potable - Excelente,0.07651,Potable - Excelente,0.24002,Potable - Excelente,Amarillo,"ALC,",NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.06257423618338522,True,False,False,2
DLPUE6188,SOCIEDAD EL ROSARIO SPR DE RI,BALSAS,PUEBLA,TECAMACHALCO,VALLE DE TECAMACHALCO,POZO,-97.745167,18.950014,2020,389.0,Alta,1051.0,Permisible para riego,672.0,Cultivos sensibles,Potable - Dulce,0.59,Media,384.0,Potable - Dura,1.1,Potable - Excelente,12.312,No apta como FAAP,0.01,Potable - Excelente,0.003,Potable - Excelente,0.02508,Potable - Excelente,0.00135,Potable - Excelente,0.005,Potable - Excelente,0.22667,Sin efectos en la salud - Puede dar color al agua,0.11553,Potable - Excelente,Rojo,"MN,NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO,SI,0.05263660845659714,False,True,False,3
DLQUE2109,POZO 58-A SAN PEDRO AHUACATLAN,GOLFO NORTE,QUERETARO ARTEAGA,SAN JUAN DEL RIO,VALLE DE SAN JUAN DEL RIO,POZO,-99.98505,20.4348,2020,121.0,Media,337.0,Buena para riego,230.0,Excelente para riego,Potable - Dulce,0.27,Baja,82.0,Potable - Moderadamente suave,1.1,Potable - Excelente,0.041,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.011440362652772285,False,False,True,0
DLQUE2116,POZO 5-A ARBOLEDAS NO. 6 (JAPAM),GOLFO NORTE,QUERETARO ARTEAGA,SAN JUAN DEL RIO,VALLE DE SAN JUAN DEL RIO,POZO,-100.00822,20.38641,2020,119.0,Media,371.0,Buena para riego,230.0,Excelente para riego,Potable - Dulce,0.253,Baja,104.0,Potable - Moderadamente suave,1.1,Potable - Excelente,0.109,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0052,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.013986658813513587,False,False,True,0
DLQUE2120,POZO II  BETANIA,GOLFO NORTE,QUERETARO ARTEAGA,SAN JUAN DEL RIO,VALLE DE SAN JUAN DEL RIO,POZO,-99.98733,20.38444,2020,102.0,Media,327.0,Buena para riego,205.0,Excelente para riego,Potable - Dulce,0.493,Media,75.0,Potable - Moderadamente suave,1.1,Potable - Excelente,0.02,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0051,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.010543451730338679,False,False,True,0
DLQUE2126,POZO 44 BORDO BLANCO,GOLFO NORTE,QUERETARO ARTEAGA,TEQUISQUIAPAN,VALLE DE TEQUISQUIAPAN,POZO,-99.92782,20.49568,2020,202.0,Alta,641.0,Buena para riego,406.0,Excelente para riego,Potable - Dulce,0.339,Baja,186.0,Potable - Dura,1.1,Potable - Excelente,0.02,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.0267693674625685,False,False,True,0
DLQUE2132,POZO 57 LA LLAVE ASJR-5,GOLFO NORTE,QUERETARO ARTEAGA,SAN JUAN DEL RIO,VALLE DE SAN JUAN DEL RIO,POZO,-99.9958,20.46708,2020,161.0,Alta,412.0,Buena para riego,294.0,Excelente para riego,Potable - Dulce,1.604,Alta,71.0,Potable - Moderadamente suave,1.1,Potable - Excelente,0.02,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.012082195579297931,False,True,False,2
DLQUE5321,HORNO DE CAL,GOLFO NORTE,QUERETARO ARTEAGA,TOLIMAN,TOLIMAN,POZO,-99.923085,20.897297,2020,402.0,Indeseable como FAAP,1169.0,Permisible para riego,720.0,Cultivos sensibles,Potable - Dulce,1.88,Alta,210.0,Potable - Dura,1.1,Potable - Excelente,2.646,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.011,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.044,Potable - Excelente,Rojo,"ALC,FLUO,",NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.0396538238811899,False,True,False,3
DLQUI2163,POZO 7 NUEVOS HORIZONTES II,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUAREZ,PENINSULA DE YUCATAN,POZO,-86.980831,21.097619,2020,288.405,Alta,1482.0,Permisible para riego,921.2,Cultivos sensibles,Potable - Dulce,0.2,Baja,363.1086,Potable - Dura,20.0,Buena calidad,0.93767,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.059565365612707255,False,False,True,0
DLQUI2181,POZO 9 NUEVOS HORIZONTES II,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUAREZ,PENINSULA DE YUCATAN,POZO,-87.034944,21.054694,2020,314.925,Alta,1214.0,Permisible para riego,697.4,Cultivos sensibles,Potable - Dulce,0.2112,Baja,351.2034,Potable - Dura,246.0,Aceptable,0.608363,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.052788439626351435,False,False,True,0
DLQUI2182,POZO 2 DE LA ZONA DE CAPTACION AEROPUERTO (ANTIGUA),PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUAREZ,PENINSULA DE YUCATAN,POZO,-87.030361,21.063778,2020,307.19,Alta,1000.0,Permisible para riego,640.4,Cultivos sensibles,Potable - Dulce,0.2086,Baja,349.2192,Potable - Dura,1.1,Potable - Excelente,1.338938,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.04853234158534009,False,False,True,0
DLQUI2184,POZO 5 DEL SISTEMA DE AGUA POTABLE DE TULUM,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUAREZ,PENINSULA DE YUCATAN,POZO,-87.491956,20.260856,2020,372.385,Alta,2560.0,Dudosa para riego,1660.4,Cultivos con manejo especial,Ligeramente salobres,0.2,Baja,544.94,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,1.899764,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.1291,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.09794976262900423,True,False,False,3
DLQUI2198,POZO 6 DEL SISTEMA DE AGUA POTABLE DE TULUM,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,PENINSULA DE YUCATAN,POZO,-87.494394,20.258889,2020,373.49,Alta,2580.0,Dudosa para riego,1726.4,Cultivos con manejo especial,Ligeramente salobres,0.2245,Baja,542.9584,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,1.869654,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0566,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.09840317331751251,True,False,False,3
DLQUI2212,POZO PLAYA DEL CARMEN,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,PENINSULA DE YUCATAN,POZO,-87.147252,20.66763,2020,346.97,Alta,1836.0,Permisible para riego,1170.0,Cultivos con manejo especial,Ligeramente salobres,0.2,Baja,422.6346,Potable - Dura,1.1,Potable - Excelente,1.928192,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0813,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.07217858313339968,False,False,True,0
DLQUI2215,POZO 3 DEL SISTEMA DE AGUA POTABLE DE FELIPE CARRILLO PUERTO,PENINSULA DE YUCATAN,QUINTANA ROO,FELIPE CARRILLO PUERTO,PENINSULA DE YUCATAN,POZO,-88.041736,19.551606,2020,324.87,Alta,2500.0,Dudosa para riego,2083.4,Cultivos tolerantes,Salobres,0.6437,Media,931.352,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,2.22694,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.1325657290935768,True,False,False,5
DLQUI2229,POZO 5 DEL SISTEMA DE AGUA POTABLE DE PLAYA DEL CARMEN,PENINSULA DE YUCATAN,QUINTANA ROO,SOLIDARIDAD,PENINSULA DE YUCATAN,POZO,-87.156944,20.670825,2020,346.97,Alta,2121.0,Dudosa para riego,1307.2,Cultivos con manejo especial,Ligeramente salobres,0.2,Baja,456.366,Potable - Dura,1.1,Potable - Excelente,2.292193,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0365,Potable - Excelente,Amarillo,"CONDUC,",SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.08082924458938147,True,False,False,2
DLQUI2257,POZO 1 (COLEGIO DE BACHILLERES) DEL SISTEMA DE AGUA POTABLE DE JOSE MARIA MORELOS Y PAVON,PENINSULA DE YUCATAN,QUINTANA ROO,JOSE MARIA MORELOS,CERROS Y VALLES,POZO,-88.70259,19.75637,2020,288.41,Alta,2805.0,Dudosa para riego,1854.0,Cultivos con manejo especial,Ligeramente salobres,0.5722,Media,647.34,Muy dura e indeseable usos industrial y domestico,40.0,Buena calidad,5.2495,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.20154,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.11214795362048983,True,False,False,3
DLQUI2258,POZO 1 DEL SISTEMA DE AGUA POTABLE DEL EJIDO CAFETAL-LIMONES,PENINSULA DE YUCATAN,QUINTANA ROO,BACALAR,PENINSULA DE YUCATAN,POZO,-88.11042,19.02157,2020,283.985,Alta,2720.0,Dudosa para riego,1740.4,Cultivos con manejo especial,Ligeramente salobres,0.2292,Baja,469.6392,Potable - Dura,1.1,Potable - Excelente,1.078435,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Amarillo,"CONDUC,",SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.09453158325487247,True,False,False,2
DLQUI5376,POZO 1 COZUMEL,PENINSULA DE YUCATAN,QUINTANA ROO,COZUMEL,ISLA DE COZUMEL,POZO,-86.86412,20.50653,2020,157.7,Alta,683.0,Buena para riego,320.0,Excelente para riego,Potable - Dulce,0.2,Baja,351.3,Potable - Dura,230.0,Aceptable,0.1232,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.24362,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.04171166509856269,False,False,True,0
